Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,1233,738460,536.93,5.303,-3.93,321.63,50.48,2.68,-12.71,5.95,-6.6,317.97,8.89,39.009,-76.81,3.32,61.9,21.58,26.23,302.88
,1234,738461,536.64,5.308,-3.96,321.64,50.45,2.67,-12.75,5.94,-6.63,318.17,8.9,39.008,-76.81,3.35,62.3,21.59,26.39,302.9
,1235,738462,536.35,5.312,-4,321.65,50.3,2.66,-12.82,5.93,-6.66,318.35,8.92,39.008,-76.81,3.35,62.4,21.61,26.39,302.9
,1236,738463,536.07,5.316,-4.03,321.65,50.01,2.64,-12.92,5.92,-6.69,318.51,8.93,39.008,-76.81,3.35,62.5,21.62,26.44,302.9
,1237,738464,535.8,5.32,-4.06,321.66,49.72,2.62,-13.02,5.91,-6.71,318.65,8.94,39.008,-76.81,3.35,62.5,21.63,26.43,302.75
,1238,738465,535.54,5.324,-4.09,321.68,49.7,2.62,-13.05,5.9,-6.73,318.77,8.95,39.008,-76.81,3.35,62.5,21.64,26.43,302.7
,1239,738466,535.29,5.327,-4.11,321.69,50.13,2.63,-12.97,5.89,-6.75,318.87,8.96,39.008,-76.81,3.36,62.8,21.66,26.51,302.7
,1240,738467,535.04,5.331,-4.14,321.7,50.89,2.67,-12.8,5.89,-6.76,318.95,8.96,39.008,-76.81,3.38,63.2,21.67,26.67,302.7
,1241,738468,534.77,5.335,-4.17,321.71,51.92,2.72,-12.59,5.88,-6.77,319.02,8.96,39.008,-76.81,3.38,63.2,21.69,26.67,302.75
,1242,738469,534.47,5.34,-4.21,321.72,53.3,2.79,-12.29,5.87,-6.77,319.07,8.96,39.008,-76.81,3.38,63.3,21.7,26.67,302.78
,1243,738470,534.19,5.344,-4.24,321.73,54.86,2.86,-11.97,5.86,-6.77,319.12,8.95,39.008,-76.81,3.39,63.4,21.71,26.72,302.8
,1244,738471,533.92,5.348,-4.28,321.73,56.08,2.92,-11.73,5.85,-6.77,319.17,8.95,39.008,-76.809,3.38,63.4,21.73,26.69,302.81
,1245,738472,533.65,5.352,-4.31,321.73,56.73,2.95,-11.61,5.84,-6.77,319.23,8.94,39.008,-76.809,3.38,63.4,21.74,26.69,302.81
,1246,738473,533.36,5.356,-4.35,321.74,56.88,2.95,-11.61,5.82,-6.77,319.31,8.93,39.008,-76.809,3.41,63.9,21.76,26.91,302.81
,1247,738474,533.05,5.361,-4.38,321.75,56.73,2.93,-11.68,5.81,-6.78,319.41,8.93,39.008,-76.809,3.43,64.3,21.77,27.03,302.7
,1248,738475,532.72,5.365,-4.42,321.77,56.45,2.91,-11.77,5.79,-6.78,319.53,8.92,39.008,-76.809,3.44,64.5,21.79,27.1,302.7
,1249,738476,532.38,5.37,-4.46,321.78,56.23,2.9,-11.87,5.77,-6.79,319.66,8.91,39.008,-76.809,3.45,64.8,21.81,27.21,302.7
,1250,738477,532.06,5.375,-4.51,321.77,56.13,2.88,-11.93,5.74,-6.8,319.82,8.9,39.007,-76.809,3.45,64.8,21.82,27.21,302.76
,1251,738478,531.76,5.38,-4.55,321.77,56.1,2.87,-11.98,5.72,-6.81,319.99,8.89,39.007,-76.809,3.45,64.9,21.84,27.22,302.8
,1252,738479,531.48,5.384,-4.58,321.78,55.99,2.86,-12.03,5.69,-6.83,320.19,8.89,39.007,-76.809,3.47,65.2,21.85,27.34,302.81
,1253,738480,531.2,5.388,-4.61,321.8,55.73,2.84,-12.11,5.66,-6.85,320.42,8.89,39.007,-76.809,3.47,65.4,21.86,27.41,302.84
,1254,738481,530.94,5.392,-4.63,321.82,55.46,2.83,-12.2,5.63,-6.87,320.67,8.89,39.007,-76.809,3.49,65.8,21.88,27.55,302.84
,1255,738482,530.67,5.396,-4.67,321.82,55.5,2.82,-12.23,5.6,-6.91,320.96,8.89,39.007,-76.809,3.5,65.9,21.89,27.6,302.89
,1256,738483,530.4,5.4,-4.72,321.81,55.96,2.84,-12.17,5.57,-6.94,321.27,8.9,39.007,-76.808,3.5,66,21.91,27.63,302.89
,1257,738484,530.14,5.404,-4.77,321.8,56.46,2.85,-12.1,5.53,-6.98,321.59,8.91,39.007,-76.808,3.5,66.1,21.92,27.65,302.89
,1258,738485,529.91,5.407,-4.8,321.8,56.69,2.86,-12.08,5.5,-7.02,321.93,8.92,39.007,-76.808,3.51,66.2,21.93,27.69,302.88
,1259,738486,529.67,5.411,-4.81,321.82,56.62,2.85,-12.11,5.47,-7.07,322.27,8.94,39.007,-76.808,3.53,66.6,21.95,27.82,302.78
,1260,738487,529.39,5.415,-4.82,321.86,56.22,2.83,-12.21,5.44,-7.12,322.62,8.96,39.007,-76.808,3.54,66.8,21.96,27.92,302.72
,1261,738488,529.06,5.42,-4.83,321.9,55.55,2.8,-12.37,5.41,-7.17,322.97,8.98,39.007,-76.808,3.55,67.1,21.98,27.99,302.72
,1262,738489,528.69,5.425,-4.86,321.93,54.96,2.76,-12.53,5.38,-7.22,323.33,9,39.007,-76.808,3.55,67.1,22,27.99,302.68
,1263,738490,528.34,5.43,-4.9,321.95,54.65,2.74,-12.63,5.35,-7.28,323.69,9.03,39.007,-76.808,3.54,67,22.02,27.91,302.68
,1264,738491,528.01,5.435,-4.95,321.95,54.58,2.73,-12.69,5.32,-7.34,324.04,9.06,39.007,-76.808,3.51,66.6,22.03,27.73,302.68
,1265,738492,527.73,5.44,-4.99,321.95,54.65,2.73,-12.71,5.3,-7.4,324.38,9.1,39.007,-76.808,3.51,66.6,22.05,27.73,302.68
,1266,738493,527.47,5.443,-5.01,321.96,54.77,2.73,-12.71,5.28,-7.45,324.7,9.13,39.006,-76.808,3.51,66.6,22.06,27.73,302.65
,1267,738494,527.23,5.447,-5.04,321.98,54.94,2.73,-12.7,5.26,-7.51,324.99,9.17,39.006,-76.808,3.54,67.2,22.07,27.95,302.65
,1268,738495,526.97,5.451,-5.07,321.99,55.19,2.74,-12.67,5.24,-7.56,325.27,9.2,39.006,-76.808,3.55,67.3,22.09,27.98,302.65
,1269,738496,526.69,5.455,-5.11,321.99,55.48,2.75,-12.64,5.23,-7.62,325.52,9.24,39.006,-76.808,3.55,67.3,22.1,27.98,302.65
,1270,738497,526.39,5.459,-5.16,321.98,55.79,2.76,-12.62,5.22,-7.67,325.76,9.28,39.006,-76.808,3.54,67.3,22.12,27.95,302.72
,1271,738498,526.1,5.464,-5.21,321.97,56.05,2.76,-12.61,5.21,-7.72,325.97,9.31,39.006,-76.808,3.52,67,22.13,27.8,302.72
,1272,738499,525.81,5.468,-5.25,321.97,56.24,2.76,-12.61,5.2,-7.76,326.17,9.35,39.006,-76.808,3.5,66.5,22.15,27.59,302.72
,1273,738500,525.52,5.472,-5.29,321.97,56.39,2.76,-12.61,5.2,-7.8,326.34,9.38,39.006,-76.808,3.5,66.5,22.17,27.59,302.72
,1274,738501,525.22,5.477,-5.32,321.99,56.52,2.76,-12.61,5.19,-7.84,326.5,9.4,39.006,-76.807,3.5,66.6,22.18,27.59,302.72
,1275,738502,524.9,5.482,-5.36,322,56.59,2.76,-12.63,5.19,-7.87,326.63,9.43,39.006,-76.807,3.51,66.8,22.2,27.67,302.72
,1276,738503,524.61,5.486,-5.39,322.01,56.54,2.75,-12.67,5.18,-7.9,326.76,9.45,39.006,-76.807,3.51,67,22.21,27.73,302.6
,1277,738504,524.32,5.49,-5.42,322.02,56.4,2.74,-12.73,5.17,-7.93,326.87,9.47,39.006,-76.807,3.53,67.4,22.23,27.87,302.56
,1278,738505,524.03,5.495,-5.45,322.04,56.19,2.73,-12.8,5.16,-7.95,326.99,9.48,39.006,-76.807,3.53,67.4,22.25,27.87,302.47
,1279,738506,523.72,5.499,-5.46,322.08,55.87,2.71,-12.89,5.15,-7.97,327.1,9.49,39.006,-76.807,3.53,67.4,22.26,27.87,302.44
,1280,738507,523.39,5.504,-5.47,322.13,55.45,2.69,-12.98,5.14,-7.98,327.2,9.49,39.005,-76.807,3.53,67.5,22.28,27.87,302.4
,1281,738508,523.06,5.509,-5.47,322.19,55.01,2.67,-13.08,5.13,-7.99,327.29,9.49,39.005,-76.807,3.52,67.3,22.3,27.78,302.4
,1282,738509,522.72,5.514,-5.46,322.26,54.59,2.65,-13.17,5.12,-7.99,327.37,9.49,39.005,-76.807,3.51,67.2,22.32,27.7,302.4
,1283,738510,522.39,5.519,-5.46,322.32,54.23,2.64,-13.25,5.1,-7.99,327.45,9.48,39.005,-76.807,3.51,67.2,22.33,27.7,302.37
,1284,738511,522.07,5.524,-5.47,322.36,54,2.63,-13.31,5.08,-7.99,327.54,9.47,39.005,-76.807,3.51,67.2,22.35,27.67,302.35
,1285,738512,521.78,5.529,-5.5,322.38,53.95,2.62,-13.35,5.06,-7.99,327.63,9.46,39.005,-76.807,3.51,67.2,22.36,27.67,302.33
,1286,738513,521.52,5.532,-5.53,322.39,53.99,2.62,-13.37,5.04,-7.98,327.74,9.44,39.005,-76.807,3.52,67.5,22.38,27.76,302.33
,1287,738514,521.27,5.536,-5.56,322.39,54.04,2.61,-13.39,5.01,-7.98,327.85,9.42,39.005,-76.807,3.52,67.6,22.39,27.79,302.33
,1288,738515,521.01,5.54,-5.6,322.4,54.08,2.61,-13.42,4.99,-7.97,327.96,9.4,39.005,-76.807,3.52,67.6,22.4,27.8,302.42
,1289,738516,520.74,5.544,-5.63,322.4,54.11,2.61,-13.44,4.96,-7.96,328.07,9.38,39.005,-76.807,3.52,67.7,22.42,27.8,302.42
,1290,738517,520.47,5.548,-5.67,322.41,54.17,2.6,-13.46,4.93,-7.95,328.18,9.35,39.005,-76.806,3.51,67.5,22.43,27.73,302.42
,1291,738518,520.2,5.552,-5.69,322.43,54.22,2.6,-13.47,4.9,-7.94,328.29,9.33,39.005,-76.806,3.51,67.5,22.45,27.7,302.36
,1292,738519,519.94,5.556,-5.71,322.45,54.22,2.6,-13.49,4.87,-7.92,328.41,9.3,39.005,-76.806,3.51,67.5,22.46,27.7,302.36
,1293,738520,519.7,5.56,-5.73,322.47,54.1,2.59,-13.53,4.84,-7.91,328.53,9.27,39.005,-76.806,3.51,67.5,22.47,27.69,302.32
,1294,738521,519.43,5.564,-5.75,322.49,53.84,2.58,-13.61,4.8,-7.89,328.67,9.24,39.004,-76.806,3.51,67.6,22.49,27.71,302.3
,1295,738522,519.14,5.568,-5.77,322.52,53.46,2.55,-13.72,4.77,-7.88,328.8,9.21,39.004,-76.806,3.51,67.7,22.51,27.71,302.32
,1296,738523,518.83,5.573,-5.79,322.55,53.06,2.53,-13.83,4.74,-7.86,328.93,9.18,39.004,-76.806,3.52,67.9,22.52,27.79,302.33
,1297,738524,518.53,5.578,-5.81,322.58,52.75,2.52,-13.92,4.7,-7.84,329.05,9.15,39.004,-76.806,3.51,67.7,22.54,27.71,302.32
,1298,738525,518.24,5.582,-5.84,322.6,52.5,2.5,-14,4.67,-7.83,329.15,9.11,39.004,-76.806,3.51,67.8,22.55,27.71,302.32
,1299,738526,517.96,5.586,-5.86,322.62,52.27,2.49,-14.08,4.64,-7.8,329.26,9.08,39.004,-76.806,3.53,68.1,22.57,27.85,302.32
,1300,738527,517.71,5.59,-5.87,322.65,52.09,2.48,-14.13,4.61,-7.78,329.37,9.04,39.004,-76.806,3.51,67.8,22.58,27.71,302.23
,1301,738528,517.46,5.594,-5.9,322.67,52.03,2.47,-14.17,4.57,-7.76,329.5,9.01,39.004,-76.806,3.48,67.2,22.59,27.44,302.15
,1302,738529,517.2,5.598,-5.93,322.68,52.06,2.47,-14.19,4.53,-7.74,329.63,8.97,39.004,-76.806,3.48,67.2,22.61,27.43,302.05
,1303,738530,516.92,5.602,-5.96,322.69,52.14,2.47,-14.2,4.49,-7.71,329.78,8.93,39.004,-76.806,3.51,67.8,22.62,27.66,302.04
,1304,738531,516.64,5.606,-5.99,322.7,52.23,2.47,-14.21,4.45,-7.69,329.92,8.88,39.004,-76.806,3.48,67.3,22.64,27.42,302.01
,1305,738532,516.35,5.611,-6.02,322.72,52.32,2.47,-14.22,4.41,-7.66,330.05,8.84,39.004,-76.806,3.46,67,22.65,27.3,302.01
,1306,738533,516.08,5.615,-6.06,322.72,52.38,2.46,-14.23,4.37,-7.62,330.18,8.79,39.004,-76.806,3.46,67,22.67,27.3,302.01
,1307,738534,515.8,5.619,-6.09,322.73,52.44,2.46,-14.26,4.33,-7.58,330.31,8.73,39.004,-76.806,3.45,66.9,22.68,27.21,302.12
,1308,738535,515.49,5.624,-6.14,322.73,52.53,2.46,-14.28,4.28,-7.54,330.44,8.67,39.003,-76.806,3.45,66.9,22.7,27.21,302.2
,1309,738536,515.15,5.629,-6.18,322.74,52.71,2.46,-14.28,4.23,-7.5,330.58,8.61,39.003,-76.806,3.44,66.8,22.72,27.14,302.26
,1310,738537,514.82,5.634,-6.21,322.76,53.01,2.47,-14.23,4.18,-7.45,330.74,8.54,39.003,-76.806,3.4,66,22.73,26.79,302.34
,1311,738538,514.51,5.639,-6.21,322.82,53.34,2.49,-14.16,4.12,-7.4,330.91,8.47,39.003,-76.805,3.39,65.9,22.75,26.74,302.38
,1312,738539,514.19,5.643,-6.18,322.91,53.42,2.5,-14.11,4.06,-7.35,331.1,8.4,39.003,-76.805,3.38,65.8,22.77,26.68,302.38
,1313,738540,513.85,5.648,-6.14,323.02,53.06,2.49,-14.16,4,-7.3,331.3,8.32,39.003,-76.805,3.38,65.8,22.78,26.66,302.38
,1314,738541,513.54,5.653,-6.12,323.1,52.52,2.47,-14.26,3.93,-7.24,331.5,8.24,39.003,-76.805,3.36,65.4,22.8,26.48,302.38
,1315,738542,513.26,5.658,-6.13,323.14,52.19,2.45,-14.35,3.86,-7.18,331.71,8.15,39.003,-76.805,3.34,65.1,22.81,26.36,302.25
,1316,738543,513,5.662,-6.15,323.15,52.11,2.45,-14.39,3.8,-7.12,331.93,8.06,39.003,-76.805,3.32,64.8,22.83,26.23,302.16
,1317,738544,512.73,5.666,-6.19,323.17,52.12,2.44,-14.42,3.72,-7.05,332.15,7.97,39.003,-76.805,3.32,64.8,22.84,26.22,302.12
,1318,738545,512.46,5.67,-6.21,323.19,52.11,2.44,-14.44,3.65,-6.98,332.38,7.88,39.003,-76.805,3.32,64.9,22.85,26.23,302.11
,1319,738546,512.19,5.674,-6.22,323.22,52.09,2.44,-14.46,3.58,-6.91,332.63,7.79,39.003,-76.805,3.32,64.7,22.87,26.16,301.94
,1320,738547,511.92,5.678,-6.22,323.28,52.06,2.44,-14.46,3.5,-6.85,332.89,7.69,39.003,-76.805,3.31,64.7,22.88,26.14,301.94
,1321,738548,511.63,5.682,-6.22,323.33,52.1,2.44,-14.45,3.43,-6.78,333.17,7.6,39.003,-76.805,3.3,64.5,22.9,26.06,301.94
,1322,738549,511.35,5.687,-6.23,323.36,52.22,2.45,-14.43,3.35,-6.71,333.46,7.5,39.003,-76.805,3.31,64.8,22.91,26.15,301.95
,1323,738550,511.06,5.691,-6.25,323.39,52.44,2.45,-14.4,3.27,-6.64,333.77,7.4,39.003,-76.805,3.3,64.6,22.93,26.06,301.97
,1324,738551,510.77,5.696,-6.26,323.43,52.66,2.46,-14.36,3.19,-6.57,334.09,7.31,39.002,-76.805,3.3,64.7,22.94,26.06,302.02
,1325,738552,510.48,5.7,-6.26,323.48,52.69,2.47,-14.36,3.11,-6.51,334.42,7.22,39.002,-76.805,3.3,64.7,22.95,26.07,302.03
,1326,738553,510.21,5.704,-6.25,323.54,52.42,2.46,-14.41,3.04,-6.45,334.78,7.12,39.002,-76.805,3.3,64.8,22.97,26.07,302.08
,1327,738554,509.97,5.708,-6.24,323.6,52,2.44,-14.5,2.96,-6.39,335.15,7.04,39.002,-76.805,3.29,64.5,22.98,25.94,302.09
,1328,738555,509.73,5.712,-6.23,323.66,51.56,2.42,-14.59,2.88,-6.33,335.54,6.95,39.002,-76.805,3.28,64.3,22.99,25.88,302.09
,1329,738556,509.49,5.715,-6.22,323.71,51.19,2.41,-14.67,2.8,-6.28,335.95,6.87,39.002,-76.805,3.28,64.3,23.01,25.86,302.1
,1330,738557,509.23,5.719,-6.22,323.76,50.96,2.4,-14.72,2.72,-6.23,336.38,6.8,39.002,-76.805,3.27,64.2,23.02,25.79,302.1
,1331,738558,508.96,5.723,-6.22,323.81,51.09,2.41,-14.69,2.65,-6.19,336.83,6.73,39.002,-76.805,3.27,64.2,23.03,25.79,302.1
,1332,738559,508.68,5.728,-6.23,323.84,51.75,2.44,-14.55,2.57,-6.15,337.29,6.66,39.002,-76.805,3.27,64.3,23.05,25.82,302.14
,1333,738560,508.39,5.732,-6.26,323.86,52.97,2.49,-14.29,2.5,-6.11,337.77,6.6,39.002,-76.805,3.27,64.3,23.06,25.81,302.19
,1334,738561,508.09,5.737,-6.3,323.86,54.53,2.56,-13.98,2.42,-6.08,338.27,6.55,39.002,-76.805,3.27,64.4,23.08,25.81,302.19
,1335,738562,507.78,5.742,-6.35,323.87,55.93,2.61,-13.71,2.35,-6.05,338.77,6.49,39.002,-76.805,3.27,64.4,23.09,25.81,302.2
,1336,738563,507.49,5.746,-6.38,323.88,56.61,2.64,-13.59,2.28,-6.03,339.29,6.44,39.002,-76.805,3.25,64,23.11,25.64,302.22
,1337,738564,507.23,5.75,-6.41,323.9,56.56,2.64,-13.62,2.21,-6,339.81,6.4,39.002,-76.804,3.24,64,23.12,25.6,302.2
,1338,738565,506.99,5.754,-6.43,323.91,56.16,2.61,-13.73,2.14,-5.99,340.33,6.36,39.002,-76.804,3.24,64,23.13,25.6,302.19
,1339,738566,506.74,5.758,-6.46,323.93,55.7,2.59,-13.86,2.07,-5.98,340.85,6.33,39.002,-76.804,3.24,64,23.14,25.6,302.2
,1340,738567,506.46,5.762,-6.49,323.93,55.32,2.56,-13.98,2.01,-5.96,341.37,6.29,39.002,-76.804,3.24,64.1,23.16,25.6,302.23
,1341,738568,506.19,5.766,-6.52,323.94,55.01,2.55,-14.07,1.95,-5.96,341.89,6.27,39.002,-76.804,3.24,64.1,23.17,25.6,302.25
,1342,738569,505.94,5.77,-6.55,323.96,54.7,2.53,-14.17,1.89,-5.95,342.4,6.24,39.001,-76.804,3.24,64,23.18,25.55,302.34
,1343,738570,505.68,5.774,-6.58,323.97,54.35,2.51,-14.27,1.83,-5.94,342.89,6.22,39.001,-76.804,3.24,64,23.2,25.55,302.35
,1344,738571,505.43,5.778,-6.61,323.98,54.05,2.49,-14.37,1.77,-5.94,343.37,6.2,39.001,-76.804,3.24,64,23.21,25.53,302.36
,1345,738572,505.19,5.782,-6.64,323.98,53.87,2.47,-14.44,1.72,-5.93,343.81,6.18,39.001,-76.804,3.24,64.1,23.22,25.54,302.38
,1346,738573,504.95,5.785,-6.67,323.99,53.76,2.46,-14.5,1.68,-5.93,344.22,6.16,39.001,-76.804,3.23,64,23.23,25.48,302.38
,1347,738574,504.71,5.789,-6.7,324,53.59,2.45,-14.56,1.63,-5.93,344.6,6.15,39.001,-76.804,3.23,64,23.25,25.48,302.41
,1348,738575,504.46,5.793,-6.74,324,53.26,2.43,-14.67,1.59,-5.93,344.95,6.14,39.001,-76.804,3.23,64,23.26,25.48,302.45
,1349,738576,504.2,5.797,-6.78,324,52.83,2.41,-14.8,1.56,-5.93,345.27,6.13,39.001,-76.804,3.23,64,23.27,25.48,302.38
,1350,738577,503.93,5.801,-6.81,324.01,52.37,2.38,-14.94,1.53,-5.93,345.55,6.12,39.001,-76.804,3.24,64.2,23.29,25.54,302.38
,1351,738578,503.67,5.805,-6.83,324.03,52,2.36,-15.05,1.5,-5.93,345.8,6.12,39.001,-76.804,3.24,64.4,23.3,25.6,302.43
,1352,738579,503.41,5.809,-6.86,324.05,51.83,2.35,-15.11,1.48,-5.93,346,6.11,39.001,-76.804,3.24,64.3,23.31,25.54,302.4
,1353,738580,503.17,5.813,-6.88,324.06,51.85,2.35,-15.13,1.46,-5.93,346.17,6.1,39.001,-76.804,3.23,64.1,23.32,25.46,302.37
,1354,738581,502.94,5.816,-6.91,324.07,51.98,2.35,-15.13,1.44,-5.93,346.31,6.1,39.001,-76.804,3.23,64.1,23.33,25.45,302.36
,1355,738582,502.71,5.82,-6.95,324.06,52.21,2.35,-15.11,1.43,-5.93,346.43,6.1,39.001,-76.804,3.21,63.9,23.35,25.34,302.36
,1356,738583,502.46,5.824,-6.99,324.06,52.53,2.36,-15.08,1.42,-5.94,346.52,6.11,39.001,-76.804,3.21,63.8,23.36,25.3,302.36
,1357,738584,502.2,5.828,-7.03,324.07,52.87,2.37,-15.03,1.42,-5.95,346.6,6.11,39.001,-76.804,3.21,63.9,23.37,25.34,302.32
,1358,738585,501.95,5.832,-7.06,324.08,53.14,2.38,-14.99,1.41,-5.95,346.64,6.12,39.001,-76.804,3.23,64.3,23.39,25.45,302.34
,1359,738586,501.7,5.836,-7.09,324.08,53.31,2.38,-14.99,1.41,-5.96,346.67,6.13,39.001,-76.804,3.21,64,23.4,25.33,302.36
,1360,738587,501.45,5.839,-7.13,324.08,53.43,2.38,-15,1.41,-5.97,346.67,6.14,39,-76.804,3.21,64,23.41,25.34,302.4
,1361,738588,501.2,5.843,-7.16,324.08,53.56,2.38,-15,1.42,-5.98,346.66,6.15,39,-76.804,3.21,64.1,23.42,25.33,302.35
,1362,738589,500.93,5.848,-7.2,324.09,53.68,2.38,-15.01,1.42,-6,346.65,6.17,39,-76.804,3.21,64.1,23.44,25.32,302.4
,1363,738590,500.67,5.852,-7.23,324.1,53.85,2.39,-15,1.43,-6.02,346.63,6.19,39,-76.804,3.21,64.1,23.45,25.32,302.4
,1364,738591,500.41,5.856,-7.27,324.1,54.2,2.4,-14.95,1.44,-6.04,346.61,6.21,39,-76.804,3.21,64.1,23.46,25.3,302.36
,1365,738592,500.15,5.86,-7.31,324.09,54.67,2.41,-14.89,1.45,-6.06,346.58,6.23,39,-76.804,3.21,64.1,23.48,25.3,302.36
,1366,738593,499.88,5.864,-7.36,324.08,55.02,2.42,-14.86,1.46,-6.09,346.55,6.26,39,-76.804,3.21,64.1,23.49,25.3,302.4
,1367,738594,499.62,5.868,-7.41,324.08,55.05,2.41,-14.9,1.46,-6.11,346.53,6.28,39,-76.804,3.2,64.1,23.5,25.28,302.36
,1368,738595,499.36,5.872,-7.44,324.08,54.76,2.39,-14.99,1.47,-6.14,346.51,6.31,39,-76.804,3.18,63.8,23.52,25.13,302.36
,1369,738596,499.09,5.876,-7.47,324.1,54.31,2.37,-15.12,1.48,-6.17,346.5,6.35,39,-76.804,3.18,63.7,23.53,25.06,302.4
,1370,738597,498.82,5.88,-7.49,324.12,53.93,2.35,-15.23,1.49,-6.2,346.49,6.38,39,-76.804,3.17,63.6,23.54,25.02,302.4
,1371,738598,498.55,5.885,-7.52,324.13,53.74,2.34,-15.3,1.5,-6.24,346.48,6.42,39,-76.804,3.17,63.5,23.56,24.99,302.34
,1372,738599,498.29,5.889,-7.56,324.14,53.69,2.33,-15.34,1.51,-6.27,346.46,6.45,39,-76.804,3.17,63.6,23.57,24.99,302.34
,1373,738600,498.03,5.893,-7.6,324.14,53.63,2.32,-15.39,1.52,-6.31,346.42,6.49,39,-76.804,3.17,63.6,23.58,24.99,302.36
,1374,738601,497.78,5.897,-7.63,324.15,53.4,2.31,-15.48,1.54,-6.34,346.36,6.52,39,-76.804,3.17,63.7,23.6,25.01,302.36
,1375,738602,497.54,5.901,-7.66,324.15,52.95,2.28,-15.61,1.55,-6.37,346.29,6.56,39,-76.804,3.17,63.7,23.61,25.01,302.36
,1376,738603,497.3,5.904,-7.69,324.17,52.3,2.25,-15.78,1.57,-6.41,346.21,6.6,39,-76.804,3.18,63.9,23.62,25.07,302.41
,1377,738604,497.06,5.908,-7.71,324.18,51.54,2.21,-15.98,1.59,-6.44,346.13,6.64,39,-76.804,3.19,64.1,23.63,25.16,302.44
,1378,738605,496.82,5.912,-7.73,324.2,50.75,2.18,-16.18,1.61,-6.48,346.05,6.68,39,-76.804,3.18,64,23.65,25.07,302.49
,1379,738606,496.56,5.916,-7.76,324.22,50.04,2.14,-16.38,1.63,-6.51,345.96,6.72,38.999,-76.804,3.16,63.7,23.66,24.94,302.49
,1380,738607,496.28,5.92,-7.79,324.23,49.5,2.12,-16.54,1.65,-6.55,345.86,6.75,38.999,-76.804,3.16,63.7,23.67,24.94,302.49
,1381,738608,495.98,5.925,-7.83,324.24,49.18,2.1,-16.65,1.67,-6.58,345.74,6.79,38.999,-76.804,3.15,63.6,23.69,24.88,302.46
,1382,738609,495.67,5.93,-7.87,324.25,49.09,2.09,-16.71,1.7,-6.61,345.6,6.82,38.999,-76.804,3.15,63.5,23.71,24.85,302.46
,1383,738610,495.35,5.935,-7.91,324.27,49.15,2.09,-16.73,1.72,-6.63,345.44,6.85,38.999,-76.804,3.15,63.7,23.72,24.88,302.46
,1384,738611,495.03,5.94,-7.94,324.28,49.26,2.09,-16.74,1.75,-6.66,345.28,6.89,38.999,-76.804,3.15,63.7,23.74,24.88,302.46
,1385,738612,494.72,5.945,-7.98,324.29,49.35,2.09,-16.75,1.78,-6.68,345.11,6.92,38.999,-76.804,3.16,63.9,23.75,24.93,302.46
,1386,738613,494.42,5.949,-8.02,324.3,49.42,2.08,-16.77,1.8,-6.71,344.94,6.95,38.999,-76.804,3.16,64,23.77,24.95,302.34
,1387,738614,494.13,5.954,-8.05,324.31,49.5,2.08,-16.78,1.83,-6.73,344.78,6.98,38.999,-76.804,3.16,64,23.78,24.95,302.34
,1388,738615,493.85,5.958,-8.09,324.32,49.6,2.08,-16.79,1.86,-6.75,344.62,7,38.999,-76.804,3.16,64,23.8,24.95,302.34
,1389,738616,493.56,5.963,-8.13,324.33,49.75,2.08,-16.79,1.88,-6.77,344.46,7.02,38.999,-76.804,3.17,64.3,23.81,25.04,302.33
,1390,738617,493.26,5.968,-8.16,324.35,49.92,2.09,-16.78,1.91,-6.78,344.3,7.04,38.999,-76.804,3.17,64.2,23.83,24.97,302.33
,1391,738618,492.93,5.973,-8.2,324.36,50.08,2.09,-16.78,1.93,-6.79,344.16,7.06,38.999,-76.804,3.14,63.8,23.84,24.81,302.33
,1392,738619,492.61,5.978,-8.25,324.36,50.18,2.09,-16.8,1.95,-6.79,344.02,7.07,38.999,-76.804,3.14,63.7,23.86,24.76,302.28
,1393,738620,492.29,5.983,-8.29,324.37,50.21,2.08,-16.83,1.96,-6.8,343.89,7.08,38.999,-76.803,3.15,64.1,23.88,24.88,302.05
,1394,738621,491.98,5.988,-8.33,324.38,50.25,2.08,-16.86,1.98,-6.81,343.77,7.09,38.999,-76.803,3.15,64.1,23.89,24.87,301.92
,1395,738622,491.66,5.993,-8.37,324.38,50.33,2.08,-16.88,2,-6.81,343.65,7.09,38.998,-76.803,3.15,64.1,23.91,24.87,301.92
,1396,738623,491.34,5.998,-8.42,324.39,50.45,2.07,-16.9,2.01,-6.81,343.52,7.1,38.998,-76.803,3.15,64.2,23.92,24.87,301.92
,1397,738624,491.02,6.003,-8.47,324.39,50.52,2.07,-16.92,2.03,-6.8,343.39,7.09,38.998,-76.803,3.15,64.2,23.94,24.87,301.95
,1398,738625,490.72,6.008,-8.52,324.39,50.56,2.07,-16.96,2.04,-6.79,343.25,7.09,38.998,-76.803,3.14,64.1,23.95,24.81,301.96
,1399,738626,490.41,6.013,-8.56,324.39,50.59,2.06,-16.99,2.06,-6.77,343.09,7.08,38.998,-76.803,3.14,64.1,23.97,24.81,301.99
,1400,738627,490.11,6.017,-8.6,324.4,50.65,2.06,-17.02,2.07,-6.75,342.93,7.06,38.998,-76.803,3.14,64.2,23.99,24.81,302.02
