Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,972,738215,499.34,5.939,-7.96,323.46,10.35,0.43,-34,0.41,4.76,184.94,4.77,39.114,-76.836,2.85,57,21.62,22.45,299.24
,973,738216,498.92,5.945,-8.01,323.47,10.24,0.43,-34.16,0.42,4.73,185.13,4.75,39.114,-76.836,2.85,57.2,21.64,22.5,299.23
,974,738217,498.54,5.951,-8.05,323.49,10.09,0.42,-34.33,0.43,4.7,185.26,4.72,39.114,-76.836,2.85,57.2,21.66,22.5,299.22
,975,738218,498.18,5.957,-8.08,323.53,9.89,0.41,-34.56,0.44,4.68,185.33,4.7,39.114,-76.836,2.84,57,21.67,22.4,299.19
,976,738219,497.82,5.962,-8.09,323.58,9.63,0.4,-34.84,0.44,4.66,185.35,4.68,39.114,-76.836,2.84,57,21.69,22.4,299.19
,977,738220,497.45,5.968,-8.1,323.64,9.33,0.39,-35.17,0.43,4.65,185.32,4.67,39.114,-76.836,2.85,57.3,21.71,22.5,299.18
,978,738221,497.04,5.974,-8.11,323.7,9.03,0.38,-35.51,0.42,4.64,185.23,4.66,39.114,-76.835,2.85,57.4,21.73,22.49,299.17
,979,738222,496.61,5.981,-8.13,323.75,8.8,0.37,-35.79,0.41,4.63,185.08,4.65,39.114,-76.835,2.87,57.8,21.75,22.65,299.17
,980,738223,496.16,5.988,-8.16,323.8,8.68,0.36,-35.95,0.39,4.63,184.87,4.64,39.114,-76.835,2.87,57.9,21.77,22.66,299.17
,981,738224,495.72,5.995,-8.2,323.84,8.66,0.36,-36.01,0.37,4.63,184.6,4.64,39.114,-76.835,2.87,58,21.79,22.68,299.16
,982,738225,495.27,6.002,-8.26,323.85,8.68,0.36,-36.02,0.35,4.63,184.28,4.64,39.114,-76.835,2.89,58.4,21.81,22.82,299.16
,983,738226,494.83,6.009,-8.32,323.85,8.72,0.36,-36.03,0.32,4.63,183.92,4.64,39.114,-76.836,2.89,58.5,21.83,22.82,299.16
,984,738227,494.39,6.016,-8.39,323.85,8.76,0.36,-36.03,0.29,4.64,183.53,4.65,39.114,-76.836,2.9,58.6,21.85,22.85,299.15
,985,738228,493.96,6.023,-8.46,323.85,8.82,0.36,-36.01,0.25,4.66,183.13,4.66,39.114,-76.836,2.9,58.7,21.87,22.9,299.15
,986,738229,493.56,6.029,-8.52,323.85,8.9,0.36,-35.98,0.22,4.68,182.73,4.68,39.114,-76.836,2.9,58.8,21.89,22.9,299.14
,987,738230,493.17,6.035,-8.57,323.86,8.96,0.36,-35.95,0.19,4.7,182.36,4.71,39.114,-76.836,2.92,59.1,21.9,23,299.13
,988,738231,492.81,6.041,-8.63,323.86,9.02,0.36,-35.93,0.17,4.74,182.01,4.74,39.114,-76.835,2.92,59.2,21.92,23.02,299.12
,989,738232,492.46,6.046,-8.68,323.86,9.06,0.36,-35.92,0.14,4.77,181.7,4.78,39.114,-76.835,2.92,59.3,21.94,23.04,299.12
,990,738233,492.09,6.052,-8.74,323.85,9.11,0.36,-35.91,0.12,4.81,181.42,4.81,39.114,-76.835,2.95,60,21.96,23.31,299.09
,991,738234,491.69,6.058,-8.8,323.86,9.17,0.37,-35.9,0.1,4.85,181.17,4.85,39.114,-76.835,2.95,60.1,21.98,23.31,299.09
,992,738235,491.23,6.066,-8.87,323.86,9.22,0.37,-35.89,0.08,4.9,180.94,4.9,39.114,-76.835,2.95,60.1,22,23.31,299.07
,993,738236,490.77,6.073,-8.94,323.87,9.27,0.37,-35.9,0.06,4.94,180.74,4.94,39.114,-76.835,2.95,60.2,22.02,23.31,299.07
,994,738237,490.33,6.08,-9,323.87,9.29,0.37,-35.92,0.05,4.98,180.59,4.98,39.115,-76.835,2.95,60.3,22.04,23.31,299.06
,995,738238,489.94,6.086,-9.04,323.89,9.28,0.36,-35.97,0.04,5.03,180.48,5.03,39.115,-76.835,2.95,60.3,22.06,23.31,299.06
,996,738239,489.56,6.092,-9.07,323.93,9.22,0.36,-36.06,0.04,5.08,180.43,5.08,39.115,-76.836,2.96,60.4,22.07,23.32,299.06
,997,738240,489.17,6.098,-9.08,324,9.04,0.35,-36.26,0.04,5.13,180.44,5.13,39.115,-76.836,2.97,60.8,22.1,23.47,299.06
,998,738241,488.74,6.105,-9.06,324.1,8.68,0.34,-36.65,0.04,5.18,180.49,5.18,39.115,-76.836,2.96,60.5,22.12,23.32,299.05
,999,738242,488.29,6.112,-9.04,324.21,8.23,0.32,-37.16,0.05,5.23,180.57,5.23,39.115,-76.836,2.95,60.5,22.14,23.31,299.04
,1000,738243,487.84,6.119,-9.03,324.31,7.85,0.31,-37.62,0.06,5.28,180.69,5.28,39.115,-76.836,2.96,60.8,22.16,23.39,299.04
,1001,738244,487.41,6.126,-9.02,324.39,7.64,0.3,-37.89,0.08,5.32,180.83,5.32,39.115,-76.836,2.97,61,22.18,23.47,299.03
,1002,738245,487.02,6.132,-9.02,324.48,7.54,0.3,-38.02,0.09,5.36,181,5.37,39.115,-76.836,3,61.7,22.2,23.7,299.02
,1003,738246,486.63,6.138,-9.01,324.56,7.48,0.3,-38.08,0.11,5.41,181.19,5.41,39.115,-76.836,3.02,62.1,22.22,23.85,299.02
,1004,738247,486.21,6.145,-9.01,324.63,7.45,0.3,-38.12,0.13,5.44,181.39,5.45,39.115,-76.835,3.01,62,22.24,23.79,299
,1005,738248,485.77,6.152,-9.03,324.7,7.46,0.3,-38.13,0.15,5.48,181.6,5.48,39.115,-76.835,3.02,62.2,22.26,23.86,299
,1006,738249,485.29,6.16,-9.05,324.77,7.53,0.3,-38.05,0.17,5.51,181.81,5.51,39.115,-76.835,3.02,62.3,22.29,23.86,298.98
,1007,738250,484.79,6.168,-9.07,324.84,7.7,0.3,-37.85,0.2,5.54,182.03,5.54,39.115,-76.835,3.02,62.4,22.31,23.86,298.98
,1008,738251,484.28,6.176,-9.1,324.89,7.97,0.31,-37.54,0.22,5.57,182.24,5.57,39.115,-76.835,3.02,62.4,22.34,23.85,298.96
,1009,738252,483.81,6.183,-9.15,324.93,8.26,0.33,-37.21,0.24,5.59,182.47,5.59,39.115,-76.835,3.06,63.2,22.36,24.12,298.94
,1010,738253,483.38,6.19,-9.2,324.95,8.48,0.33,-36.99,0.26,5.6,182.7,5.61,39.115,-76.835,3.03,62.6,22.38,23.89,298.94
,1011,738254,483,6.196,-9.26,324.95,8.62,0.34,-36.87,0.29,5.61,182.95,5.62,39.115,-76.835,3.03,62.7,22.39,23.89,298.94
,1012,738255,482.65,6.202,-9.31,324.96,8.7,0.34,-36.82,0.31,5.62,183.2,5.63,39.115,-76.835,3.02,62.6,22.41,23.83,298.93
,1013,738256,482.29,6.208,-9.36,324.97,8.76,0.34,-36.79,0.34,5.63,183.45,5.64,39.115,-76.836,3.02,62.6,22.43,23.83,298.93
,1014,738257,481.93,6.213,-9.4,324.98,8.81,0.34,-36.77,0.36,5.63,183.69,5.65,39.116,-76.836,3.02,62.7,22.45,23.83,298.92
,1015,738258,481.54,6.22,-9.46,324.99,8.84,0.34,-36.78,0.39,5.64,183.94,5.65,39.116,-76.836,3.02,62.7,22.47,23.83,298.92
,1016,738259,481.15,6.226,-9.52,324.99,8.85,0.34,-36.82,0.41,5.63,184.19,5.65,39.116,-76.836,3.02,62.7,22.49,23.82,298.92
,1017,738260,480.77,6.232,-9.57,324.99,8.87,0.34,-36.84,0.44,5.63,184.46,5.64,39.116,-76.836,3.02,62.8,22.51,23.82,298.91
,1018,738261,480.38,6.238,-9.63,325,8.92,0.34,-36.82,0.47,5.62,184.75,5.64,39.116,-76.835,3,62.4,22.53,23.65,298.91
,1019,738262,479.97,6.245,-9.68,325.02,8.99,0.34,-36.78,0.5,5.61,185.08,5.63,39.116,-76.835,2.95,61.5,22.55,23.31,298.91
,1020,738263,479.54,6.252,-9.74,325.03,9.07,0.34,-36.75,0.53,5.6,185.44,5.62,39.116,-76.835,2.95,61.6,22.57,23.3,298.9
,1021,738264,479.12,6.259,-9.8,325.03,9.14,0.35,-36.71,0.57,5.58,185.83,5.61,39.116,-76.835,2.95,61.6,22.59,23.3,298.89
,1022,738265,478.7,6.265,-9.86,325.03,9.23,0.35,-36.67,0.61,5.57,186.27,5.6,39.116,-76.835,2.95,61.7,22.61,23.29,298.89
,1023,738266,478.26,6.272,-9.92,325.05,9.33,0.35,-36.61,0.66,5.55,186.73,5.59,39.116,-76.835,2.95,61.6,22.63,23.26,298.89
,1024,738267,477.8,6.28,-9.98,325.06,9.43,0.35,-36.55,0.7,5.53,187.23,5.57,39.116,-76.835,2.94,61.5,22.65,23.17,298.86
,1025,738268,477.31,6.288,-10.05,325.08,9.56,0.36,-36.46,0.75,5.51,187.77,5.56,39.116,-76.835,2.94,61.5,22.68,23.16,298.85
,1026,738269,476.82,6.296,-10.12,325.09,9.73,0.36,-36.34,0.8,5.49,188.33,5.55,39.116,-76.835,2.93,61.4,22.7,23.09,298.85
,1027,738270,476.34,6.303,-10.19,325.09,9.95,0.37,-36.18,0.86,5.46,188.92,5.53,39.116,-76.835,2.92,61.3,22.72,23.05,298.85
,1028,738271,475.92,6.31,-10.25,325.1,10.17,0.37,-36.01,0.91,5.44,189.54,5.52,39.116,-76.835,2.92,61.4,22.74,23.05,298.83
,1029,738272,475.57,6.316,-10.29,325.12,10.37,0.38,-35.84,0.97,5.42,190.17,5.51,39.116,-76.835,2.91,61.3,22.75,22.99,298.79
,1030,738273,475.25,6.321,-10.31,325.15,10.57,0.39,-35.67,1.03,5.4,190.82,5.5,39.116,-76.835,2.91,61.3,22.77,22.99,298.78
,1031,738274,474.91,6.326,-10.34,325.19,10.73,0.39,-35.54,1.09,5.38,191.46,5.49,39.116,-76.835,2.91,61.3,22.79,22.96,298.78
,1032,738275,474.53,6.333,-10.36,325.23,10.79,0.39,-35.5,1.15,5.36,192.1,5.49,39.117,-76.835,2.9,61.2,22.81,22.91,298.77
,1033,738276,474.1,6.34,-10.39,325.28,10.72,0.39,-35.59,1.21,5.35,192.72,5.48,39.117,-76.835,2.9,61.2,22.83,22.87,298.77
,1034,738277,473.66,6.347,-10.43,325.32,10.53,0.38,-35.8,1.26,5.33,193.31,5.47,39.117,-76.835,2.91,61.4,22.85,22.96,298.77
,1035,738278,473.23,6.354,-10.47,325.35,10.3,0.37,-36.06,1.31,5.31,193.88,5.47,39.117,-76.835,2.91,61.5,22.87,22.96,298.75
,1036,738279,472.83,6.36,-10.52,325.37,10.07,0.36,-36.32,1.36,5.29,194.44,5.46,39.117,-76.835,2.9,61.3,22.89,22.88,298.75
,1037,738280,472.46,6.366,-10.56,325.4,9.88,0.36,-36.54,1.41,5.27,194.96,5.45,39.117,-76.835,2.9,61.4,22.91,22.87,298.75
,1038,738281,472.07,6.373,-10.59,325.43,9.74,0.35,-36.71,1.45,5.24,195.46,5.44,39.117,-76.835,2.9,61.4,22.93,22.87,298.73
,1039,738282,471.66,6.379,-10.64,325.46,9.66,0.35,-36.83,1.49,5.22,195.93,5.43,39.117,-76.835,2.89,61.2,22.95,22.79,298.73
,1040,738283,471.22,6.386,-10.69,325.48,9.65,0.35,-36.88,1.53,5.2,196.36,5.42,39.117,-76.835,2.87,60.8,22.97,22.61,298.72
,1041,738284,470.81,6.393,-10.75,325.48,9.69,0.35,-36.89,1.56,5.18,196.76,5.41,39.117,-76.835,2.86,60.8,22.99,22.58,298.71
,1042,738285,470.44,6.399,-10.8,325.49,9.77,0.35,-36.85,1.59,5.15,197.1,5.39,39.117,-76.835,2.86,60.8,23,22.58,298.71
,1043,738286,470.08,6.405,-10.86,325.5,9.86,0.35,-36.8,1.61,5.13,197.41,5.38,39.117,-76.835,2.86,60.8,23.02,22.55,298.7
,1044,738287,469.71,6.411,-10.91,325.51,9.96,0.35,-36.74,1.63,5.11,197.67,5.36,39.117,-76.835,2.86,60.8,23.04,22.54,298.7
,1045,738288,469.32,6.418,-10.96,325.51,10.07,0.35,-36.67,1.64,5.08,197.91,5.34,39.117,-76.835,2.86,60.9,23.06,22.54,298.7
,1046,738289,468.9,6.424,-11.02,325.53,10.22,0.36,-36.58,1.65,5.05,198.12,5.31,39.117,-76.835,2.86,60.9,23.08,22.54,298.69
,1047,738290,468.46,6.432,-11.08,325.54,10.42,0.36,-36.42,1.66,5.02,198.31,5.28,39.117,-76.835,2.86,61,23.1,22.54,298.69
,1048,738291,468.03,6.439,-11.13,325.56,10.66,0.37,-36.24,1.66,4.98,198.48,5.25,39.117,-76.835,2.86,61,23.12,22.54,298.68
,1049,738292,467.62,6.445,-11.18,325.58,10.88,0.38,-36.07,1.67,4.95,198.64,5.22,39.117,-76.835,2.86,61.1,23.14,22.54,298.68
,1050,738293,467.22,6.452,-11.22,325.61,11.08,0.38,-35.92,1.67,4.91,198.77,5.19,39.117,-76.835,2.86,61.2,23.14,22.54,298.68
,1051,738294,466.83,6.458,-11.26,325.64,11.29,0.39,-35.77,1.67,4.88,198.91,5.16,39.117,-76.835,NaN,NaN,23.14,NaN,NaN
,1052,738295,466.43,6.465,-11.3,325.67,11.46,0.4,-35.64,1.68,4.85,199.09,5.13,39.117,-76.835,2.86,61.3,23.16,22.55,298.67
,1053,738296,466.02,6.472,-11.35,325.69,11.56,0.4,-35.6,1.69,4.81,199.31,5.09,39.117,-76.835,2.86,61.3,23.18,22.55,298.66
,1054,738297,465.61,6.478,-11.4,325.71,11.6,0.4,-35.6,1.69,4.76,199.57,5.06,39.117,-76.835,2.86,61.4,23.2,22.55,298.64
,1055,738298,465.19,6.485,-11.45,325.73,11.65,0.4,-35.6,1.7,4.72,199.83,5.02,39.118,-76.835,2.86,61.4,23.22,22.55,298.64
,1056,738299,464.78,6.492,-11.5,325.75,11.75,0.4,-35.56,1.71,4.67,200.09,4.98,39.118,-76.835,2.85,61.3,23.24,22.47,298.63
,1057,738300,464.41,6.498,-11.55,325.76,11.86,0.4,-35.51,1.72,4.63,200.36,4.94,39.118,-76.835,2.86,61.6,23.26,22.56,298.62
,1058,738301,464.07,6.504,-11.6,325.77,11.95,0.4,-35.47,1.73,4.58,200.64,4.9,39.118,-76.835,2.86,61.6,23.27,22.56,298.62
,1059,738302,463.74,6.509,-11.64,325.78,12.01,0.41,-35.45,1.73,4.53,200.94,4.85,39.118,-76.835,2.86,61.7,23.29,22.56,298.61
,1060,738303,463.41,6.515,-11.68,325.8,12.03,0.4,-35.47,1.74,4.48,201.29,4.81,39.118,-76.835,2.85,61.5,23.3,22.47,298.61
,1061,738304,463.06,6.52,-11.71,325.83,11.99,0.4,-35.52,1.76,4.42,201.66,4.76,39.118,-76.835,2.81,60.7,23.32,22.17,298.61
,1062,738305,462.68,6.527,-11.74,325.87,11.94,0.4,-35.6,1.77,4.37,202.06,4.71,39.118,-76.835,2.82,61,23.34,22.28,298.61
,1063,738306,462.28,6.533,-11.78,325.91,11.9,0.4,-35.65,1.79,4.32,202.47,4.67,39.118,-76.835,2.82,61.1,23.36,22.28,298.6
,1064,738307,461.87,6.54,-11.81,325.95,11.87,0.4,-35.71,1.8,4.27,202.88,4.63,39.118,-76.835,2.82,61.1,23.38,22.28,298.58
,1065,738308,461.46,6.547,-11.85,325.98,11.81,0.39,-35.79,1.82,4.22,203.3,4.6,39.118,-76.835,2.8,60.8,23.4,22.12,298.58
,1066,738309,461.06,6.553,-11.89,326.01,11.68,0.39,-35.93,1.83,4.18,203.7,4.56,39.118,-76.835,2.8,60.8,23.42,22.12,298.57
,1067,738310,460.7,6.559,-11.93,326.04,11.47,0.38,-36.14,1.85,4.14,204.08,4.54,39.118,-76.835,2.8,60.7,23.44,22.06,298.56
,1068,738311,460.34,6.565,-11.96,326.08,11.18,0.37,-36.42,1.86,4.1,204.42,4.51,39.118,-76.835,2.8,60.9,23.45,22.12,298.55
,1069,738312,459.96,6.572,-11.98,326.13,10.86,0.36,-36.73,1.87,4.07,204.73,4.48,39.118,-76.835,2.8,60.9,23.47,22.12,298.55
,1070,738313,459.58,6.578,-12,326.18,10.58,0.35,-37.01,1.88,4.04,205.01,4.45,39.118,-76.835,2.8,61,23.49,22.12,298.54
,1071,738314,459.2,6.585,-12.02,326.23,10.36,0.34,-37.23,1.89,4,205.27,4.43,39.118,-76.835,2.79,60.7,23.51,21.98,298.54
,1072,738315,458.82,6.591,-12.05,326.27,10.26,0.34,-37.36,1.9,3.97,205.54,4.4,39.118,-76.834,2.78,60.7,23.51,21.96,298.54
,1073,738316,458.42,6.597,-12.09,326.3,10.37,0.34,-37.28,1.9,3.94,205.8,4.37,39.118,-76.834,NaN,NaN,23.51,NaN,NaN
,1074,738317,458.01,6.604,-12.14,326.33,10.74,0.35,-36.98,1.91,3.91,206.08,4.35,39.118,-76.834,2.78,60.7,23.53,21.92,298.53
,1075,738318,457.61,6.611,-12.18,326.35,11.19,0.37,-36.6,1.92,3.88,206.34,4.33,39.118,-76.834,2.76,60.3,23.55,21.77,298.51
,1076,738319,457.21,6.618,-12.23,326.38,11.6,0.38,-36.28,1.93,3.86,206.57,4.31,39.118,-76.834,2.75,60.2,23.57,21.7,298.49
,1077,738320,456.79,6.625,-12.28,326.39,11.92,0.39,-36.04,1.94,3.84,206.77,4.3,39.118,-76.834,2.69,58.9,23.59,21.23,298.49
,1078,738321,456.36,6.632,-12.34,326.41,12.16,0.39,-35.89,1.94,3.82,206.92,4.29,39.118,-76.834,2.67,58.6,23.61,21.09,298.48
,1079,738322,455.92,6.639,-12.39,326.43,12.34,0.4,-35.79,1.94,3.81,207.04,4.27,39.118,-76.834,2.67,58.6,23.63,21.07,298.48
,1080,738323,455.49,6.646,-12.43,326.47,12.54,0.4,-35.66,1.95,3.79,207.15,4.26,39.118,-76.834,2.66,58.3,23.65,20.96,298.48
,1081,738324,455.07,6.653,-12.46,326.52,12.78,0.41,-35.49,1.95,3.78,207.26,4.25,39.118,-76.834,2.65,58.2,23.67,20.91,298.45
,1082,738325,454.64,6.661,-12.5,326.56,13.06,0.42,-35.3,1.95,3.77,207.38,4.24,39.118,-76.834,2.65,58.3,23.69,20.9,298.45
,1083,738326,454.2,6.668,-12.55,326.6,13.32,0.43,-35.14,1.95,3.75,207.51,4.23,39.118,-76.834,2.65,58.3,23.71,20.9,298.44
,1084,738327,453.74,6.676,-12.59,326.63,13.52,0.43,-35.03,1.96,3.74,207.65,4.22,39.118,-76.834,2.65,58.4,23.73,20.91,298.44
,1085,738328,453.28,6.684,-12.64,326.66,13.68,0.44,-34.95,1.96,3.73,207.79,4.21,39.119,-76.834,2.65,58.5,23.75,20.91,298.43
,1086,738329,452.84,6.691,-12.69,326.69,13.82,0.44,-34.89,1.97,3.72,207.94,4.21,39.119,-76.834,2.65,58.5,23.77,20.91,298.43
,1087,738330,452.4,6.698,-12.74,326.72,13.95,0.44,-34.83,1.98,3.71,208.07,4.2,39.119,-76.834,2.66,58.7,23.79,20.96,298.43
,1088,738331,451.98,6.705,-12.79,326.75,14.07,0.44,-34.78,1.99,3.71,208.18,4.21,39.119,-76.834,2.66,58.9,23.81,20.99,298.4
,1089,738332,451.57,6.712,-12.84,326.77,14.17,0.45,-34.76,1.99,3.71,208.28,4.21,39.119,-76.834,2.66,58.9,23.83,20.99,298.4
,1090,738333,451.16,6.719,-12.9,326.78,14.25,0.45,-34.75,2,3.71,208.36,4.21,39.119,-76.834,2.66,59,23.85,21.02,298.39
,1091,738334,450.75,6.726,-12.96,326.79,14.33,0.45,-34.74,2.01,3.71,208.42,4.22,39.119,-76.834,2.66,59.1,23.87,21.02,298.38
,1092,738335,450.31,6.734,-13.01,326.82,14.39,0.45,-34.74,2.01,3.71,208.48,4.22,39.119,-76.834,2.66,59.2,23.89,21.02,298.38
,1093,738336,449.88,6.741,-13.05,326.85,14.4,0.45,-34.77,2.02,3.71,208.52,4.23,39.119,-76.834,2.67,59.3,23.91,21.05,298.36
,1094,738337,449.44,6.748,-13.09,326.89,14.32,0.44,-34.86,2.02,3.72,208.54,4.23,39.119,-76.834,2.66,59.2,23.93,20.99,298.35
,1095,738338,449,6.756,-13.14,326.93,14.13,0.44,-35.03,2.03,3.72,208.54,4.24,39.119,-76.834,2.66,59.2,23.95,20.99,298.35
,1096,738339,448.6,6.763,-13.18,326.96,13.91,0.43,-35.22,2.03,3.73,208.52,4.25,39.119,-76.834,2.66,59.4,23.96,21.02,298.34
,1097,738340,448.25,6.768,-13.2,327,13.72,0.42,-35.38,2.03,3.74,208.47,4.26,39.119,-76.834,2.66,59.4,23.98,21.02,298.31
,1098,738341,447.96,6.773,-13.21,327.05,13.59,0.42,-35.49,2.03,3.76,208.4,4.27,39.119,-76.834,2.66,59.5,23.99,21.02,298.31
,1099,738342,447.66,6.779,-13.23,327.09,13.54,0.42,-35.54,2.03,3.77,208.3,4.28,39.119,-76.834,2.66,59.5,24.01,21.02,298.31
,1100,738343,447.32,6.784,-13.25,327.13,13.57,0.42,-35.53,2.03,3.79,208.17,4.3,39.119,-76.834,2.69,60,24.02,21.19,298.3
,1101,738344,446.93,6.791,-13.29,327.17,13.75,0.42,-35.43,2.03,3.81,208.01,4.32,39.119,-76.834,2.68,60.1,24.04,21.18,298.28
,1102,738345,446.51,6.798,-13.34,327.19,14.2,0.43,-35.15,2.02,3.83,207.84,4.33,39.119,-76.834,2.66,59.7,24.06,21.02,298.28
,1103,738346,446.08,6.805,-13.4,327.21,14.98,0.46,-34.65,2.02,3.85,207.66,4.34,39.119,-76.834,2.66,59.7,24.08,21.02,298.27
,1104,738347,445.67,6.812,-13.45,327.23,15.9,0.48,-34.09,2.01,3.86,207.49,4.35,39.119,-76.834,2.67,59.9,24.1,21.08,298.26
,1105,738348,445.28,6.819,-13.5,327.25,16.69,0.5,-33.63,2,3.87,207.33,4.35,39.119,-76.834,2.67,60,24.12,21.08,298.25
,1106,738349,444.89,6.826,-13.55,327.27,17.23,0.52,-33.35,1.99,3.87,207.17,4.35,39.119,-76.834,2.63,59.2,24.14,20.78,298.24
,1107,738350,444.5,6.832,-13.59,327.3,17.56,0.53,-33.18,1.98,3.88,207.02,4.35,39.119,-76.834,2.61,58.8,24.16,20.61,298.23
,1108,738351,444.11,6.839,-13.62,327.34,17.78,0.53,-33.08,1.97,3.88,206.87,4.35,39.119,-76.834,2.61,58.8,24.18,20.61,298.22
,1109,738352,443.7,6.846,-13.65,327.39,17.96,0.54,-33,1.95,3.88,206.72,4.34,39.119,-76.834,2.61,58.9,24.2,20.61,298.21
,1110,738353,443.28,6.853,-13.69,327.43,18.13,0.54,-32.94,1.94,3.88,206.59,4.34,39.119,-76.834,2.61,58.8,24.21,20.56,298.21
,1111,738354,442.86,6.86,-13.75,327.45,18.26,0.54,-32.91,1.93,3.87,206.48,4.33,39.119,-76.834,2.61,59,24.23,20.61,298.2
,1112,738355,442.46,6.867,-13.81,327.45,18.31,0.54,-32.94,1.91,3.86,206.38,4.31,39.119,-76.834,2.62,59.2,24.25,20.68,298.2
,1113,738356,442.07,6.874,-13.87,327.46,18.32,0.54,-32.98,1.9,3.84,206.29,4.29,39.119,-76.834,2.62,59.3,24.27,20.68,298.18
,1114,738357,441.72,6.88,-13.91,327.48,18.34,0.54,-33.01,1.88,3.82,206.2,4.26,39.119,-76.834,2.63,59.4,24.28,20.72,298.18
,1115,738358,441.38,6.886,-13.94,327.51,18.34,0.54,-33.03,1.86,3.79,206.11,4.22,39.12,-76.834,2.63,59.5,24.3,20.71,298.15
,1116,738359,441.03,6.892,-13.98,327.54,18.32,0.54,-33.08,1.83,3.75,206.01,4.17,39.12,-76.834,2.63,59.5,24.32,20.71,298.15
,1117,738360,440.64,6.899,-14.02,327.58,18.25,0.53,-33.15,1.8,3.71,205.91,4.12,39.12,-76.833,2.62,59.5,24.34,20.68,298.13
,1118,738361,440.2,6.906,-14.06,327.62,18.15,0.53,-33.24,1.77,3.66,205.81,4.07,39.12,-76.833,2.62,59.5,24.36,20.68,298.13
,1119,738362,439.76,6.914,-14.11,327.65,18.06,0.53,-33.33,1.74,3.61,205.7,4.01,39.12,-76.833,2.62,59.6,24.38,20.68,298.13
,1120,738363,439.34,6.921,-14.17,327.66,18,0.52,-33.42,1.71,3.56,205.57,3.95,39.12,-76.833,2.63,59.8,24.4,20.71,298.13
,1121,738364,438.93,6.928,-14.23,327.67,17.98,0.52,-33.49,1.67,3.51,205.38,3.89,39.12,-76.833,2.62,59.7,24.42,20.66,298.11
,1122,738365,438.5,6.936,-14.29,327.69,17.95,0.52,-33.55,1.62,3.46,205.13,3.82,39.12,-76.833,2.62,59.7,24.44,20.66,298.11
,1123,738366,438.04,6.943,-14.35,327.71,17.94,0.51,-33.6,1.57,3.4,204.78,3.74,39.12,-76.833,2.6,59.4,24.46,20.53,298.1
,1124,738367,437.58,6.951,-14.42,327.72,18,0.51,-33.63,1.51,3.34,204.33,3.66,39.12,-76.833,2.6,59.5,24.48,20.53,298.1
,1125,738368,437.15,6.959,-14.5,327.72,18.14,0.51,-33.62,1.44,3.27,203.79,3.58,39.12,-76.833,2.6,59.5,24.5,20.53,298.06
,1126,738369,436.76,6.966,-14.56,327.72,18.27,0.52,-33.59,1.37,3.21,203.16,3.49,39.12,-76.833,2.57,58.9,24.52,20.3,298.04
,1127,738370,436.41,6.972,-14.61,327.73,18.34,0.52,-33.6,1.3,3.14,202.46,3.4,39.12,-76.833,2.57,58.9,24.53,20.3,298.03
,1128,738371,436.06,6.978,-14.66,327.74,18.34,0.51,-33.64,1.22,3.08,201.64,3.31,39.12,-76.833,2.59,59.4,24.55,20.43,298.03
,1129,738372,435.73,6.984,-14.7,327.76,18.31,0.51,-33.69,1.14,3.02,200.7,3.22,39.12,-76.833,2.58,59.1,24.57,20.32,298.02
,1130,738373,435.39,6.99,-14.75,327.78,18.27,0.51,-33.75,1.05,2.96,199.6,3.14,39.12,-76.833,2.57,59.1,24.58,20.29,298
,1131,738374,435.03,6.996,-14.79,327.8,18.19,0.51,-33.83,0.96,2.91,198.33,3.06,39.12,-76.833,2.55,58.6,24.6,20.1,298
,1132,738375,434.66,7.002,-14.84,327.81,18.08,0.5,-33.94,0.87,2.86,196.88,2.99,39.12,-76.833,2.57,59.2,24.62,20.29,298
,1133,738376,434.28,7.009,-14.89,327.83,17.96,0.5,-34.05,0.77,2.81,195.27,2.91,39.12,-76.833,2.57,59.2,24.64,20.29,297.98
,1134,738377,433.89,7.016,-14.94,327.86,17.81,0.49,-34.18,0.67,2.77,193.54,2.85,39.12,-76.833,2.58,59.4,24.65,20.32,297.98
,1135,738378,433.47,7.023,-14.98,327.89,17.62,0.48,-34.32,0.57,2.73,191.73,2.78,39.12,-76.833,2.58,59.4,24.68,20.32,297.96
,1136,738379,433.03,7.031,-15.02,327.93,17.42,0.48,-34.48,0.47,2.69,189.86,2.73,39.12,-76.833,2.58,59.5,24.7,20.32,297.96
,1137,738380,432.6,7.038,-15.07,327.97,17.25,0.47,-34.61,0.37,2.66,187.97,2.68,39.12,-76.833,2.56,59.2,24.72,20.19,297.96
,1138,738381,432.17,7.046,-15.11,328.02,17.07,0.47,-34.75,0.28,2.63,186.08,2.64,39.12,-76.833,2.56,59.1,24.74,20.17,297.96
,1139,738382,431.74,7.053,-15.13,328.08,16.74,0.46,-34.97,0.19,2.6,184.22,2.61,39.12,-76.833,2.56,59.2,24.76,20.17,297.95
,1140,738383,431.31,7.061,-15.14,328.16,16.16,0.44,-35.34,0.11,2.58,182.4,2.58,39.12,-76.833,2.56,59.3,24.78,20.19,297.95
,1141,738384,430.89,7.068,-15.14,328.25,15.46,0.42,-35.79,0.03,2.56,180.66,2.56,39.12,-76.833,2.56,59.3,24.79,20.17,297.95
