Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,1349,738577,423.3,7.179,-14.8,330.36,2.1,0.06,-53.89,3.73,-0.74,281.3,3.8,39.048,-76.87,3.27,77.3,26.27,25.77,22.99
,1350,738578,423,7.183,-14.9,330.3,2.1,0.06,-53.96,3.74,-0.66,280,3.8,39.048,-76.87,3.27,77.3,26.28,25.77,22.98
,1351,738579,422.8,7.188,-15,330.22,2,0.06,-54.44,3.76,-0.58,278.8,3.8,39.048,-76.87,3.28,77.6,26.3,25.85,22.98
,1352,738580,422.5,7.193,-15,330.28,2,0.06,-54.44,3.76,-0.52,277.8,3.8,39.048,-76.87,3.3,78.1,26.32,26.01,22.98
,1353,738581,422.2,7.198,-15,330.35,2,0.06,-54.44,3.77,-0.47,277.1,3.8,39.048,-76.87,3.32,78.6,26.33,26.18,22.97
,1354,738582,421.9,7.203,-15,330.42,1.9,0.05,-54.87,3.87,-0.46,276.7,3.9,39.048,-76.87,3.33,78.9,26.35,26.29,22.95
,1355,738583,421.7,7.208,-15.1,330.33,1.9,0.05,-54.94,3.88,-0.43,276.4,3.9,39.048,-76.87,3.34,79.2,26.37,26.38,22.92
,1356,738584,421.4,7.213,-15.1,330.4,1.9,0.05,-54.94,3.98,-0.45,276.4,4,39.048,-76.87,3.36,79.7,26.38,26.53,22.9
,1357,738585,421,7.219,-15.1,330.49,1.9,0.05,-54.94,3.97,-0.46,276.6,4,39.048,-76.87,3.39,80.5,26.41,26.76,22.88
,1358,738586,420.6,7.226,-15.2,330.45,1.9,0.05,-55.01,3.97,-0.48,276.9,4,39.048,-76.87,3.42,81.3,26.43,26.98,22.87
,1359,738587,420.2,7.234,-15.2,330.54,1.8,0.05,-55.45,4.07,-0.53,277.4,4.1,39.048,-76.87,3.43,81.6,26.46,27.07,22.85
,1360,738588,419.8,7.241,-15.3,330.5,1.8,0.05,-55.52,4.06,-0.58,278.1,4.1,39.048,-76.87,3.44,81.9,26.48,27.11,22.85
,1361,738589,419.5,7.247,-15.3,330.57,1.8,0.05,-55.52,4.15,-0.66,279,4.2,39.048,-76.87,3.45,82.2,26.51,27.21,22.83
,1362,738590,419.1,7.254,-15.3,330.66,1.8,0.05,-55.52,4.24,-0.74,279.9,4.3,39.048,-76.87,3.45,82.3,26.53,27.26,22.8
,1363,738591,418.7,7.261,-15.3,330.75,1.8,0.05,-55.52,4.22,-0.81,280.9,4.3,39.048,-76.87,3.45,82.4,26.56,27.26,22.79
,1364,738592,418.3,7.269,-15.4,330.71,1.8,0.05,-55.59,4.31,-0.91,281.9,4.4,39.048,-76.87,3.45,82.5,26.58,27.26,22.77
,1365,738593,417.8,7.277,-15.5,330.7,1.8,0.05,-55.66,4.39,-1,282.9,4.5,39.048,-76.869,3.45,82.6,26.61,27.22,22.76
,1366,738594,417.4,7.285,-15.6,330.66,1.9,0.05,-55.28,4.47,-1.11,283.9,4.6,39.048,-76.869,3.46,82.9,26.64,27.31,22.73
,1367,738595,417,7.292,-15.7,330.62,1.9,0.05,-55.35,4.45,-1.18,284.9,4.6,39.048,-76.869,3.47,83.2,26.67,27.38,22.7
,1368,738596,416.7,7.298,-15.7,330.69,1.9,0.05,-55.35,4.52,-1.27,285.7,4.7,39.048,-76.869,3.46,83,26.69,27.31,22.68
,1369,738597,416.4,7.303,-15.7,330.76,1.9,0.05,-55.35,4.6,-1.36,286.5,4.8,39.048,-76.869,3.45,82.9,26.71,27.22,22.66
,1370,738598,416.1,7.309,-15.7,330.83,1.9,0.05,-55.35,4.68,-1.44,287.1,4.9,39.048,-76.869,3.44,82.7,26.73,27.17,22.66
,1371,738599,415.7,7.315,-15.7,330.92,1.9,0.05,-55.35,4.77,-1.51,287.6,5,39.048,-76.869,3.44,82.8,26.75,27.16,22.65
,1372,738600,415.3,7.322,-15.8,330.88,1.9,0.05,-55.42,4.85,-1.57,287.9,5.1,39.048,-76.869,3.44,82.8,26.78,27.16,22.64
,1373,738601,415,7.328,-15.9,330.82,1.9,0.05,-55.49,4.95,-1.61,288,5.2,39.048,-76.869,3.44,82.9,26.8,27.13,22.63
,1374,738602,414.7,7.334,-16,330.76,1.9,0.05,-55.56,5.04,-1.65,288.1,5.3,39.048,-76.869,3.43,82.7,26.82,27.09,22.61
,1375,738603,414.4,7.338,-16,330.83,1.9,0.05,-55.56,5.14,-1.67,288,5.4,39.048,-76.869,3.43,82.8,26.84,27.08,22.6
,1376,738604,414.2,7.343,-16,330.88,1.9,0.05,-55.56,5.14,-1.66,287.9,5.4,39.047,-76.869,3.43,82.8,26.85,27.08,22.58
,1377,738605,413.9,7.347,-16,330.94,1.9,0.05,-55.56,5.24,-1.66,287.6,5.5,39.047,-76.869,3.43,82.9,26.87,27.08,22.56
,1378,738606,413.7,7.352,-16.1,330.86,1.9,0.05,-55.63,5.35,-1.66,287.2,5.6,39.047,-76.869,3.44,83.2,26.89,27.12,22.54
,1379,738607,413.4,7.358,-16.2,330.8,1.9,0.05,-55.7,5.46,-1.64,286.7,5.7,39.047,-76.869,3.44,83.2,26.91,27.14,22.52
,1380,738608,413,7.364,-16.3,330.76,1.9,0.05,-55.77,5.48,-1.58,286.1,5.7,39.047,-76.869,3.44,83.3,26.93,27.1,22.5
,1381,738609,412.7,7.369,-16.3,330.83,1.9,0.05,-55.77,5.59,-1.53,285.3,5.8,39.047,-76.869,3.43,83.1,26.95,27.07,22.47
,1382,738610,412.4,7.375,-16.4,330.77,1.9,0.05,-55.84,5.71,-1.48,284.5,5.9,39.047,-76.869,3.43,83.2,26.97,27.07,22.46
,1383,738611,412.2,7.38,-16.4,330.82,1.9,0.05,-55.84,5.74,-1.38,283.5,5.9,39.047,-76.869,3.43,83.2,26.99,27.05,22.45
,1384,738612,411.9,7.384,-16.4,330.89,1.9,0.05,-55.84,5.76,-1.28,282.5,5.9,39.047,-76.868,3.42,83,27,26.96,22.44
,1385,738613,411.7,7.388,-16.5,330.8,1.9,0.05,-55.9,5.88,-1.2,281.5,6,39.047,-76.868,3.41,82.8,27.02,26.9,22.43
,1386,738614,411.4,7.393,-16.5,330.87,1.9,0.05,-55.9,5.9,-1.08,280.4,6,39.047,-76.868,3.41,82.9,27.03,26.89,22.42
,1387,738615,411.2,7.397,-16.6,330.79,1.9,0.05,-55.97,5.92,-0.96,279.2,6,39.047,-76.868,3.41,82.9,27.05,26.89,22.42
,1388,738616,410.9,7.403,-16.6,330.86,1.9,0.05,-55.97,5.94,-0.84,278,6,39.047,-76.868,3.39,82.5,27.07,26.77,22.41
,1389,738617,410.5,7.409,-16.7,330.82,2,0.05,-55.62,5.96,-0.71,276.8,6,39.047,-76.868,3.38,82.3,27.09,26.67,22.41
,1390,738618,410.1,7.417,-16.7,330.91,2,0.05,-55.62,5.87,-0.57,275.5,5.9,39.047,-76.868,3.38,82.4,27.12,26.64,22.41
,1391,738619,409.7,7.425,-16.8,330.88,2,0.05,-55.69,5.88,-0.43,274.2,5.9,39.047,-76.868,3.37,82.3,27.14,26.55,22.41
,1392,738620,409.3,7.431,-16.9,330.84,2,0.05,-55.76,5.79,-0.28,272.8,5.8,39.047,-76.868,3.35,81.8,27.17,26.45,22.41
,1393,738621,409,7.438,-17,330.78,2,0.05,-55.83,5.7,-0.14,271.4,5.7,39.047,-76.868,3.35,81.9,27.19,26.41,22.4
,1394,738622,408.6,7.444,-17,330.87,2,0.05,-55.83,5.7,0.01,269.9,5.7,39.047,-76.868,3.34,81.7,27.21,26.35,22.4
,1395,738623,408.3,7.45,-17,330.94,2,0.05,-55.83,5.5,0.15,268.4,5.5,39.047,-76.868,3.33,81.6,27.23,26.29,22.4
,1396,738624,408,7.455,-17,331.01,2,0.05,-55.83,5.39,0.29,266.9,5.4,39.047,-76.868,3.33,81.6,27.25,26.26,22.4
,1397,738625,407.8,7.46,-17,331.06,2,0.05,-55.83,5.28,0.43,265.3,5.3,39.047,-76.867,3.3,80.9,27.27,26.03,22.39
,1398,738626,407.6,7.464,-17,331.11,2,0.05,-55.83,5.07,0.57,263.6,5.1,39.047,-76.867,3.27,80.2,27.28,25.77,22.38
,1399,738627,407.3,7.468,-17,331.18,2,0.05,-55.83,4.95,0.7,261.9,5,39.047,-76.867,3.26,80,27.3,25.69,22.37
,1400,738628,407.1,7.472,-17.1,331.09,2,0.05,-55.9,4.73,0.83,260.1,4.8,39.047,-76.867,3.25,79.8,27.31,25.65,22.36
,1401,738629,406.8,7.477,-17.1,331.16,2,0.05,-55.9,4.5,0.93,258.3,4.6,39.047,-76.867,3.25,79.9,27.33,25.63,22.34
,1402,738630,406.5,7.483,-17.2,331.1,2,0.05,-55.97,4.37,1.06,256.4,4.5,39.047,-76.867,3.25,80,27.35,25.61,22.33
,1403,738631,406.2,7.489,-17.3,331.04,2,0.05,-56.04,4.14,1.16,254.3,4.3,39.047,-76.867,3.25,80,27.37,25.62,22.31
,1404,738632,405.9,7.495,-17.4,330.98,2,0.05,-56.11,3.9,1.25,252.2,4.1,39.047,-76.867,3.25,80.1,27.39,25.65,22.3
,1405,738633,405.5,7.501,-17.4,331.08,2,0.05,-56.11,3.66,1.33,250,3.9,39.047,-76.867,3.25,80.1,27.41,25.64,22.27
,1406,738634,405.2,7.508,-17.5,331.02,2,0.05,-56.18,3.42,1.41,247.6,3.7,39.047,-76.867,3.24,80,27.43,25.56,22.26
,1407,738635,404.8,7.515,-17.6,330.98,2,0.05,-56.25,3.17,1.47,245.1,3.5,39.047,-76.867,3.23,79.8,27.46,25.49,22.26
,1408,738636,404.4,7.522,-17.6,331.08,2,0.05,-56.25,2.93,1.52,242.6,3.3,39.047,-76.867,3.23,79.9,27.48,25.46,22.24
,1409,738637,404,7.529,-17.7,331.04,2.1,0.05,-55.92,2.68,1.55,240,3.1,39.047,-76.867,3.22,79.7,27.5,25.42,22.22
,1410,738638,403.7,7.536,-17.8,330.98,2.1,0.05,-55.99,2.44,1.56,237.4,2.9,39.047,-76.867,3.19,79,27.53,25.13,22.2
,1411,738639,403.3,7.542,-17.8,331.07,2.1,0.05,-55.99,2.21,1.56,234.8,2.7,39.047,-76.867,3.15,78.1,27.55,24.87,22.17
,1412,738640,403,7.548,-17.8,331.15,2.1,0.05,-55.99,1.98,1.53,232.2,2.5,39.047,-76.867,3.14,77.9,27.57,24.8,22.16
,1413,738641,402.7,7.553,-17.8,331.22,2.1,0.05,-55.99,1.83,1.56,229.6,2.4,39.047,-76.867,3.13,77.7,27.59,24.71,22.14
,1414,738642,402.4,7.558,-17.8,331.29,2.1,0.05,-55.99,1.61,1.5,227,2.2,39.047,-76.867,3.11,77.3,27.6,24.55,22.13
,1415,738643,402.2,7.563,-17.8,331.33,2.1,0.05,-55.99,1.47,1.5,224.4,2.1,39.047,-76.867,3.1,77.1,27.62,24.48,22.11
,1416,738644,402,7.567,-17.8,331.38,2.1,0.05,-55.99,1.27,1.41,221.9,1.9,39.048,-76.867,3.1,77.1,27.63,24.47,22.1
,1417,738645,401.8,7.571,-17.9,331.3,2.1,0.05,-56.06,1.15,1.38,219.7,1.8,39.048,-76.867,3.1,77.2,27.65,24.43,22.09
,1418,738646,401.5,7.576,-18,331.24,2.1,0.05,-56.13,1.04,1.35,217.7,1.7,39.048,-76.867,3.08,76.7,27.66,24.3,22.08
,1419,738647,401.2,7.582,-18.1,331.18,2.1,0.05,-56.2,0.94,1.29,216.2,1.6,39.048,-76.867,3.07,76.5,27.68,24.2,22.06
,1420,738648,400.8,7.588,-18.1,331.27,2.1,0.05,-56.2,0.86,1.23,215.2,1.5,39.048,-76.867,3.06,76.3,27.7,24.17,22.05
,1421,738649,400.5,7.594,-18.2,331.22,2.1,0.05,-56.27,0.8,1.15,214.7,1.4,39.048,-76.867,3.05,76.2,27.72,24.07,22.03
,1422,738650,400.2,7.6,-18.2,331.29,2.1,0.05,-56.27,0.74,1.07,214.9,1.3,39.048,-76.867,3.03,75.7,27.74,23.9,22.01
,1423,738651,399.9,7.605,-18.2,331.36,2.1,0.05,-56.27,0.7,0.97,215.7,1.2,39.048,-76.867,3.02,75.5,27.75,23.81,21.98
,1424,738652,399.7,7.61,-18.3,331.28,2.1,0.05,-56.34,0.67,0.88,217.3,1.1,39.048,-76.867,3.01,75.3,27.77,23.76,21.96
,1425,738653,399.4,7.615,-18.3,331.35,2.1,0.05,-56.34,0.64,0.77,219.8,1,39.048,-76.867,2.99,74.9,27.79,23.57,21.95
,1426,738654,399.2,7.62,-18.3,331.39,2.1,0.05,-56.34,0.68,0.73,223,1,39.048,-76.867,2.97,74.4,27.8,23.45,21.94
,1427,738655,398.9,7.624,-18.3,331.46,2.1,0.05,-56.34,0.66,0.61,227.2,0.9,39.048,-76.867,2.96,74.2,27.82,23.35,21.93
,1428,738656,398.7,7.629,-18.4,331.38,2.1,0.05,-56.41,0.71,0.55,232.4,0.9,39.048,-76.867,2.94,73.7,27.83,23.19,21.91
,1429,738657,398.4,7.633,-18.4,331.45,2.1,0.05,-56.41,0.68,0.42,238.3,0.8,39.048,-76.867,2.92,73.3,27.84,23.07,21.9
,1430,738658,398.2,7.638,-18.5,331.37,2.1,0.05,-56.48,0.72,0.34,244.9,0.8,39.048,-76.867,2.92,73.3,27.86,23.02,21.88
,1431,738659,397.9,7.643,-18.6,331.31,2.1,0.05,-56.55,0.76,0.25,251.8,0.8,39.048,-76.867,2.91,73.1,27.87,22.96,21.86
,1432,738660,397.7,7.647,-18.6,331.36,2.1,0.05,-56.55,0.88,0.18,258.6,0.9,39.048,-76.867,2.89,72.7,27.89,22.84,21.86
,1433,738661,397.4,7.652,-18.6,331.43,2.1,0.05,-56.55,0.9,0.08,264.9,0.9,39.047,-76.867,2.87,72.2,27.9,22.67,21.86
,1434,738662,397.2,7.657,-18.7,331.35,2.1,0.05,-56.62,1,-0.01,270.6,1,39.047,-76.867,2.86,72,27.92,22.56,21.85
,1435,738663,396.9,7.663,-18.7,331.42,2.1,0.05,-56.62,0.99,-0.1,275.8,1,39.047,-76.867,2.86,72.1,27.93,22.53,21.85
,1436,738664,396.6,7.668,-18.8,331.36,2.1,0.05,-56.69,1.08,-0.2,280.5,1.1,39.048,-76.867,2.84,71.6,27.95,22.41,21.85
,1437,738665,396.3,7.674,-18.8,331.43,2.1,0.05,-56.69,1.16,-0.31,284.8,1.2,39.048,-76.867,2.82,71.2,27.97,22.27,21.85
,1438,738666,396,7.679,-18.8,331.51,2.1,0.05,-56.69,1.14,-0.38,288.6,1.2,39.048,-76.867,2.8,70.7,27.98,22.08,21.83
,1439,738667,395.7,7.685,-18.8,331.58,2.1,0.05,-56.69,1.2,-0.49,292.2,1.3,39.048,-76.867,2.78,70.3,28,21.9,21.82
,1440,738668,395.4,7.691,-18.8,331.65,2.1,0.05,-56.69,1.26,-0.6,295.5,1.4,39.048,-76.867,2.76,69.8,28.02,21.81,21.8
,1441,738669,395,7.697,-18.9,331.62,2.1,0.05,-56.76,1.32,-0.72,298.5,1.5,39.048,-76.867,2.76,69.9,28.03,21.78,21.78
,1442,738670,394.7,7.703,-19,331.56,2.1,0.05,-56.83,1.37,-0.83,301.4,1.6,39.048,-76.866,2.76,69.9,28.05,21.75,21.77
,1443,738671,394.4,7.709,-19.1,331.5,2,0.04,-57.29,1.41,-0.95,304.1,1.7,39.048,-76.866,2.75,69.7,28.07,21.69,21.75
,1444,738672,394.1,7.715,-19.2,331.44,2.1,0.04,-56.97,1.45,-1.07,306.6,1.8,39.048,-76.866,2.73,69.3,28.09,21.51,21.74
,1445,738673,393.8,7.721,-19.2,331.51,2.1,0.04,-56.97,1.48,-1.19,308.9,1.9,39.048,-76.866,2.71,68.8,28.1,21.38,21.73
,1446,738674,393.5,7.726,-19.2,331.58,2,0.04,-57.36,1.51,-1.31,311,2,39.048,-76.866,2.71,68.9,28.12,21.36,21.72
,1447,738675,393.2,7.731,-19.2,331.66,2,0.04,-57.36,1.62,-1.49,312.7,2.2,39.048,-76.867,2.7,68.7,28.13,21.31,21.71
,1448,738676,393,7.736,-19.2,331.7,2,0.04,-57.36,1.65,-1.6,314.2,2.3,39.048,-76.867,2.69,68.4,28.15,21.25,21.71
,1449,738677,392.7,7.74,-19.3,331.65,2,0.04,-57.43,1.68,-1.71,315.6,2.4,39.048,-76.867,2.69,68.5,28.16,21.21,21.71
,1450,738678,392.5,7.745,-19.3,331.7,2,0.04,-57.43,1.71,-1.82,316.8,2.5,39.048,-76.867,2.69,68.5,28.18,21.2,21.7
,1451,738679,392.1,7.752,-19.4,331.66,2,0.04,-57.5,1.74,-1.93,317.9,2.6,39.048,-76.867,2.68,68.3,28.19,21.13,21.7
,1452,738680,391.7,7.759,-19.5,331.63,2.1,0.04,-57.18,1.77,-2.03,318.9,2.7,39.047,-76.867,2.67,68.2,28.21,21.06,21.7
,1453,738681,391.3,7.767,-19.5,331.72,2.1,0.04,-57.18,1.75,-2.06,319.7,2.7,39.047,-76.867,2.66,68,28.24,20.99,21.7
,1454,738682,390.9,7.775,-19.6,331.69,2,0.04,-57.64,1.78,-2.16,320.5,2.8,39.047,-76.866,2.65,67.8,28.26,20.92,21.69
,1455,738683,390.5,7.782,-19.7,331.66,2,0.04,-57.71,1.82,-2.26,321.2,2.9,39.047,-76.866,2.63,67.3,28.28,20.72,21.67
,1456,738684,390.2,7.788,-19.7,331.73,2,0.04,-57.71,1.86,-2.36,321.8,3,39.047,-76.866,2.61,66.9,28.3,20.59,21.66
,1457,738685,389.9,7.794,-19.8,331.67,1.9,0.04,-58.2,1.83,-2.37,322.3,3,39.047,-76.866,2.61,66.9,28.31,20.59,21.65
,1458,738686,389.6,7.8,-19.8,331.74,1.9,0.04,-58.2,1.81,-2.39,322.8,3,39.047,-76.866,2.61,67,28.33,20.58,21.64
,1459,738687,389.4,7.804,-19.8,331.79,1.9,0.04,-58.2,1.85,-2.49,323.3,3.1,39.047,-76.866,2.61,67,28.34,20.58,21.63
,1460,738688,389.1,7.809,-19.8,331.87,1.9,0.04,-58.2,1.83,-2.5,323.8,3.1,39.047,-76.866,2.61,67.1,28.35,20.61,21.61
,1461,738689,388.9,7.813,-19.8,331.92,1.9,0.04,-58.2,1.81,-2.52,324.3,3.1,39.047,-76.866,2.62,67.4,28.36,20.66,21.58
,1462,738690,388.6,7.818,-19.8,331.99,1.9,0.04,-58.2,1.79,-2.53,324.8,3.1,39.047,-76.866,2.62,67.4,28.38,20.7,21.57
,1463,738691,388.3,7.824,-20,331.8,1.8,0.04,-58.77,1.76,-2.55,325.4,3.1,39.047,-76.866,2.62,67.5,28.4,20.71,21.55
,1464,738692,388,7.831,-20.1,331.74,1.8,0.04,-58.84,1.73,-2.57,326.1,3.1,39.047,-76.866,2.62,67.5,28.42,20.71,21.53
,1465,738693,387.6,7.838,-20.1,331.84,1.8,0.04,-58.84,1.7,-2.59,326.8,3.1,39.047,-76.866,2.63,67.9,28.43,20.72,21.52
,1466,738694,387.3,7.843,-20.1,331.91,1.9,0.04,-58.41,1.66,-2.62,327.7,3.1,39.047,-76.866,2.64,68.2,28.45,20.81,21.52
,1467,738695,387.1,7.848,-20.1,331.96,1.9,0.04,-58.41,1.62,-2.65,328.6,3.1,39.047,-76.866,2.65,68.5,28.46,20.91,21.51
,1468,738696,386.8,7.853,-20.1,332.04,1.9,0.04,-58.41,1.62,-2.76,329.6,3.2,39.047,-76.866,2.65,68.5,28.48,20.92,21.49
,1469,738697,386.5,7.859,-20.2,331.98,1.9,0.04,-58.48,1.56,-2.79,330.8,3.2,39.047,-76.866,2.65,68.6,28.49,20.93,21.47
,1470,738698,386.1,7.866,-20.3,331.95,1.9,0.04,-58.55,1.5,-2.83,332.1,3.2,39.047,-76.866,2.65,68.6,28.51,20.94,21.47
,1471,738699,385.8,7.873,-20.4,331.89,1.9,0.04,-58.62,1.48,-2.95,333.4,3.3,39.047,-76.866,2.66,68.9,28.53,21,21.46
,1472,738700,385.5,7.879,-20.5,331.83,2,0.04,-58.27,1.41,-2.99,334.8,3.3,39.047,-76.866,2.67,69.3,28.55,21.08,21.44
,1473,738701,385.2,7.884,-20.5,331.9,2,0.04,-58.27,1.37,-3.11,336.2,3.4,39.047,-76.866,2.68,69.6,28.57,21.12,21.44
,1474,738702,384.9,7.89,-20.5,331.98,2,0.04,-58.27,1.34,-3.23,337.5,3.5,39.047,-76.866,2.68,69.6,28.58,21.12,21.43
,1475,738703,384.6,7.895,-20.5,332.05,2.1,0.04,-57.88,1.3,-3.36,338.8,3.6,39.047,-76.866,2.68,69.7,28.6,21.13,21.42
,1476,738704,384.4,7.9,-20.6,331.97,2.1,0.04,-57.95,1.27,-3.47,339.9,3.7,39.047,-76.866,2.68,69.7,28.61,21.14,21.41
,1477,738705,384.1,7.904,-20.6,332.04,2.1,0.04,-57.95,1.28,-3.69,340.9,3.9,39.047,-76.866,2.68,69.8,28.62,21.18,21.39
,1478,738706,383.9,7.909,-20.6,332.09,2.1,0.04,-57.95,1.24,-3.8,341.9,4,39.047,-76.866,2.69,70.1,28.64,21.21,21.37
,1479,738707,383.6,7.914,-20.7,332.04,2,0.04,-58.41,1.25,-4.01,342.7,4.2,39.047,-76.866,2.68,69.9,28.65,21.17,21.35
,1480,738708,383.3,7.92,-20.7,332.11,2,0.04,-58.41,1.26,-4.22,343.4,4.4,39.047,-76.866,2.68,69.9,28.67,21.13,21.33
,1481,738709,383,7.926,-20.8,332.05,2,0.04,-58.48,1.24,-4.33,344,4.5,39.047,-76.866,2.67,69.7,28.69,21.05,21.32
,1482,738710,382.6,7.933,-20.9,332.02,2,0.04,-58.55,1.26,-4.53,344.5,4.7,39.047,-76.866,2.65,69.3,28.71,20.93,21.32
,1483,738711,382.3,7.94,-21,331.96,2,0.04,-58.62,1.28,-4.73,344.8,4.9,39.047,-76.866,2.64,69.1,28.72,20.83,21.31
,1484,738712,382,7.946,-21,332.04,2,0.04,-58.62,1.32,-4.93,345,5.1,39.047,-76.866,2.63,68.8,28.74,20.76,21.3
,1485,738713,381.6,7.953,-21.1,332.01,2.1,0.04,-58.3,1.36,-5.12,345.1,5.3,39.047,-76.866,2.61,68.4,28.76,20.62,21.28
,1486,738714,381.3,7.959,-21.2,331.95,2.1,0.04,-58.37,1.4,-5.22,345,5.4,39.047,-76.866,2.6,68.2,28.78,20.5,21.27
,1487,738715,381,7.964,-21.2,332.02,2.1,0.04,-58.37,1.46,-5.41,344.9,5.6,39.047,-76.866,2.59,68,28.79,20.45,21.26
,1488,738716,380.8,7.969,-21.2,332.07,2.1,0.04,-58.37,1.53,-5.59,344.7,5.8,39.046,-76.866,2.59,68,28.81,20.4,21.26
,1489,738717,380.5,7.974,-21.3,332.02,2.1,0.04,-58.44,1.58,-5.69,344.5,5.9,39.046,-76.866,2.58,67.8,28.82,20.34,21.26
,1490,738718,380.3,7.978,-21.3,332.07,2.1,0.04,-58.44,1.64,-5.77,344.1,6,39.046,-76.866,2.56,67.3,28.83,20.23,21.26
,1491,738719,380.1,7.983,-21.3,332.12,2.1,0.04,-58.44,1.74,-5.95,343.7,6.2,39.046,-76.866,2.55,67.1,28.84,20.12,21.25
,1492,738720,379.8,7.988,-21.3,332.19,2.1,0.04,-58.44,1.82,-6.03,343.2,6.3,39.046,-76.866,2.55,67.1,28.86,20.09,21.25
,1493,738721,379.6,7.993,-21.4,332.11,2.1,0.04,-58.51,1.88,-6.01,342.6,6.3,39.046,-76.866,2.54,66.9,28.87,20.03,21.25
,1494,738722,379.3,7.998,-21.4,332.19,2.1,0.04,-58.51,1.98,-6.09,342,6.4,39.046,-76.866,2.52,66.4,28.89,19.85,21.25
,1495,738723,379,8.003,-21.5,332.13,2.1,0.04,-58.58,2.07,-6.16,341.4,6.5,39.046,-76.866,2.49,65.7,28.9,19.65,21.25
,1496,738724,378.8,8.008,-21.5,332.18,2.1,0.04,-58.58,2.15,-6.13,340.7,6.5,39.046,-76.866,2.47,65.2,28.91,19.46,21.25
,1497,738725,378.5,8.012,-21.6,332.12,2.1,0.04,-58.66,2.27,-6.2,339.9,6.6,39.046,-76.866,2.45,64.7,28.92,19.34,21.24
,1498,738726,378.3,8.017,-21.6,332.17,2.1,0.04,-58.66,2.35,-6.17,339.1,6.6,39.046,-76.866,2.45,64.8,28.94,19.3,21.23
,1499,738727,378.1,8.022,-21.6,332.22,2.1,0.04,-58.66,2.45,-6.13,338.2,6.6,39.046,-76.866,2.45,64.8,28.95,19.3,21.22
,1500,738728,377.8,8.027,-21.7,332.17,2.1,0.04,-58.73,2.55,-6.09,337.3,6.6,39.046,-76.865,2.44,64.6,28.96,19.26,21.22
,1501,738729,377.5,8.033,-21.7,332.24,2.1,0.04,-58.73,2.65,-6.04,336.3,6.6,39.046,-76.865,2.43,64.4,28.98,19.16,21.21
,1502,738730,377.2,8.04,-21.8,332.18,2.1,0.04,-58.8,2.76,-6,335.3,6.6,39.045,-76.865,2.41,63.9,28.99,19,21.2
,1503,738731,376.8,8.047,-21.8,332.29,2.1,0.04,-58.8,2.86,-5.95,334.3,6.6,39.045,-76.865,2.38,63.2,29.01,18.8,21.19
,1504,738732,376.4,8.054,-21.9,332.25,2.1,0.04,-58.87,2.97,-5.9,333.3,6.6,39.045,-76.865,2.37,63,29.03,18.68,21.18
,1505,738733,376.1,8.06,-21.9,332.33,2.1,0.04,-58.87,3.08,-5.84,332.2,6.6,39.045,-76.865,2.36,62.7,29.05,18.59,21.17
,1506,738734,375.8,8.067,-21.9,332.41,2.1,0.04,-58.87,3.18,-5.78,331.2,6.6,39.045,-76.865,2.34,62.3,29.06,18.49,21.16
,1507,738735,375.5,8.073,-21.9,332.48,2.1,0.04,-58.87,3.29,-5.72,330.1,6.6,39.045,-76.865,2.32,61.8,29.08,18.34,21.14
,1508,738736,375.2,8.078,-22,332.43,2,0.03,-59.33,3.39,-5.66,329.1,6.6,39.045,-76.865,2.31,61.6,29.09,18.23,21.14
,1509,738737,374.9,8.084,-22,332.5,2,0.03,-59.33,3.49,-5.6,328.1,6.6,39.045,-76.865,2.31,61.6,29.11,18.21,21.12
,1510,738738,374.6,8.089,-22,332.58,1.9,0.03,-59.73,3.58,-5.55,327.2,6.6,39.045,-76.865,2.31,61.7,29.12,18.2,21.1
,1511,738739,374.4,8.095,-22.1,332.5,1.8,0.03,-60.23,3.65,-5.5,326.4,6.6,39.045,-76.865,2.31,61.7,29.13,18.2,21.09
,1512,738740,374.1,8.1,-22.2,332.44,1.8,0.03,-60.3,3.74,-5.44,325.5,6.6,39.045,-76.865,2.31,61.7,29.14,18.2,21.07
,1513,738741,373.8,8.104,-22.2,332.52,1.7,0.03,-60.75,3.8,-5.39,324.8,6.6,39.045,-76.865,2.33,62.3,29.16,18.37,21.05
,1514,738742,373.6,8.109,-22.3,332.43,1.7,0.03,-60.82,3.87,-5.35,324.1,6.6,39.045,-76.865,2.38,63.7,29.17,18.76,21.04
,1515,738743,373.3,8.115,-22.3,332.51,1.8,0.03,-60.37,3.99,-5.39,323.5,6.7,39.045,-76.865,2.43,65.1,29.18,19.14,21.02
,1516,738744,373,8.12,-22.3,332.59,1.8,0.03,-60.37,3.98,-5.26,322.9,6.6,39.045,-76.865,2.46,66,29.2,19.45,21.01
,1517,738745,372.8,8.126,-22.4,332.51,1.9,0.03,-60.01,4.03,-5.23,322.4,6.6,39.045,-76.865,2.48,66.5,29.21,19.6,21.01
,1518,738746,372.5,8.131,-22.4,332.58,2,0.03,-59.61,4.06,-5.2,322,6.6,39.045,-76.865,2.49,66.8,29.23,19.62,20.99
